stupidity_index,commodity_price
0.588476290138363,4.803550174363377
0.29029914720994643,5.635354637275032
0.654554807201721,4.285731814631795
0.4891051112814725,5.244886852763287
0.7835295388290907,3.2151755216005107
0.07702952156536291,5.760904007274085
0.8755095240716714,2.0343328280870967
0.03346041135482891,6.199887960743959
0.5059175530779771,4.747712395927584
0.8718625956031237,1.4701864827804068
0.6514290780865793,4.1358311284494516
0.27463335994396676,5.411669615150039
0.9329047889121908,1.5411128078593306
0.7410382065294218,3.477442518747903
0.5112104903649224,4.9753157358439974
0.5873450505788501,4.776502138911166
0.23448131813136286,6.026362620539064
0.7237737272310802,3.64734205349113
0.5769008477354585,4.647475993082612
0.5735877079861024,4.454567888041437
0.904397598175627,1.4604248154661228
0.6461686241288873,4.07016896348906
0.9958877748206965,0.4177800121163058
0.16454252592251395,5.585174348453464
0.025953620202928795,6.413112757313636
0.1729592972151488,5.760294628086527
0.5689161134841623,5.174688137709625
0.9866621171875963,0.29308111004021065
0.6034998619699773,4.583362379660292
0.33986061939446777,5.555923505023937
